0.000361,0.000668,0.000864,0.001134,0.001498,0.001775,0.002072,0.002348,0.002615,0.002895,0.003114,0.003387,0.003669,0.003931,0.004061,0.004318,0.004506,0.004669,0.004841,0.004979,0.005114,0.005322,0.0056,0.005805,0.005948,0.00609,0.006283,0.006444,0.006607,0.006767,0.006899,0.007094,0.00727,0.007416,0.007566,0.007708,0.00787,0.008061,0.008235,0.008426,0.008622,0.00879,0.008959,0.009095,0.009239,0.009429,0.00964,0.009778,0.009913,0.010192,
0.010486,0.010751,0.01103,0.011302,0.011592,0.011872,0.012068,0.01234,0.012563,0.01292,0.013209,0.013483,0.013755,0.01403,0.0143,0.014573,0.014857,0.015133,0.015419,0.01569,0.015965,0.016254,0.016476,0.01662,0.016757,0.016895,0.017069,0.017241,0.017455,0.017663,0.017854,0.017997,0.01825,0.018503,0.018651,0.018794,0.018935,0.019139,0.019314,0.019527,0.019655,0.019788,0.019926,0.020056,0.020219,0.020359,0.020493,0.020623,0.020782,0.020919,
0.021243,0.02153,0.021793,0.022043,0.022316,0.022584,0.022855,0.02313,0.023407,0.023684,0.02404,0.024386,0.024672,0.024865,0.025131,0.025419,0.025712,0.025952,0.026237,0.026511,0.026788,0.026952,0.027222,0.027494,0.027764,0.028005,0.028201,0.028338,0.028571,0.028764,0.028901,0.029071,0.029207,0.029375,0.029509,0.029732,0.029901,0.030048,0.030186,0.030389,0.030531,0.030722,0.030864,0.031066,0.031298,0.031552,0.031749,0.031999,0.032169,0.032367,
0.032687,0.032964,0.033254,0.033472,0.033642,0.033908,0.034153,0.034432,0.034703,0.034992,0.035273,0.03555,0.03586,0.036099,0.036386,0.036659,0.036839,0.036978,0.037118,0.03737,0.037504,0.037656,0.037997,0.038143,0.038282,0.038482,0.038737,0.038876,0.039058,0.03941,0.039638,0.03978,0.040018,0.040187,0.040404,0.040574,0.04075,0.041033,0.041164,0.041305,0.0415,0.041777,0.041971,0.042224,0.04246,0.042623,0.042759,0.042896,0.043032,0.043166,
0.043455,0.043776,0.044087,0.044364,0.044638,0.044921,0.04522,0.045538,0.045828,0.046076,0.046238,0.046519,0.046927,0.047237,0.047519,0.047811,0.048086,0.048355,0.048617,0.048789,0.048953,0.049123,0.049258,0.049465,0.049661,0.049796,0.049931,0.050128,0.050276,0.050443,0.050576,0.050713,0.050849,0.051047,0.051269,0.051454,0.051687,0.051828,0.051964,0.052163,0.052363,0.052549,0.052687,0.052941,0.053087,0.053401,0.053543,0.053798,0.053963,0.054098,
0.054416,0.054694,0.054968,0.055236,0.055514,0.055779,0.055996,0.056278,0.056545,0.056811,0.057077,0.057341,0.057614,0.057891,0.058203,0.058457,0.058742,0.059011,0.059293,0.059625,0.059783,0.05993,0.06007,0.060201,0.060373,0.060538,0.060702,0.060839,0.060991,0.061137,0.061268,0.061431,0.061596,0.061737,0.061877,0.062022,0.062152,0.062424,0.062564,0.062707,0.062881,0.06303,0.063206,0.063611,0.063757,0.063901,0.064044,0.064232,0.064371,0.064516,
0.064887,0.065328,0.065691,0.06598,0.066265,0.066526,0.066794,0.067059,0.067335,0.067659,0.067989,0.068278,0.068607,0.068873,0.069148,0.069427,0.069702,0.069983,0.070262,0.070451,0.070729,0.071007,0.07128,0.071505,0.07178,0.072043,0.072317,0.072573,0.072857,0.073076,0.073243,0.073472,0.073684,0.073834,0.074007,0.074144,0.074313,0.074622,0.074782,0.074914,0.075056,0.075258,0.075413,0.075553,0.075726,0.075898,0.076102,0.076248,0.076412,0.076552,
0.07686,0.077145,0.077421,0.077689,0.077987,0.078262,0.078539,0.07881,0.079076,0.079343,0.079611,0.079878,0.080363,0.080582,0.081008,0.081213,0.081494,0.081767,0.082045,0.082368,0.082731,0.08302,0.083307,0.083586,0.083864,0.0841,0.084376,0.084627,0.084901,0.085038,0.085185,0.085366,0.085511,0.085701,0.085845,0.085977,0.086121,0.08636,0.086558,0.086808,0.087053,0.087193,0.08745,0.087607,0.087821,0.087974,0.088106,0.088285,0.088431,0.088626,
0.088951,0.089329,0.089631,0.089901,0.090174,0.090447,0.090731,0.091,0.091283,0.091556,0.091832,0.0921,0.092382,0.092656,0.092931,0.093192,0.093435,0.093726,0.094008,0.094152,0.094442,0.094851,0.095162,0.095454,0.095655,0.095828,0.096016,0.096186,0.096446,0.096575,0.096742,0.09697,0.097102,0.097249,0.097379,0.097591,0.097873,0.098011,0.098151,0.098284,0.098447,0.09867,0.098859,0.099019,0.099157,0.099303,0.099468,0.099604,0.099739,0.099938,
0.100292,0.10057,0.100842,0.10112,0.101411,0.101689,0.101956,0.102237,0.102509,0.102798,0.10307,0.103337,0.103616,0.103902,0.104189,0.104457,0.10475,0.105074,0.105354,0.105622,0.105939,0.106236,0.10651,0.106799,0.107072,0.107343,0.107614,0.107897,0.10816,0.108435,0.108833,0.109289,0.109557,0.109828,0.110092,0.110366,0.11051,0.110791,0.111061,0.111335,0.111746,0.112037,0.112311,0.112588,0.112855,0.113158,0.113427,0.113703,0.113872,0.114142,
