0.000115,0.000201,0.000287,0.00038,0.000468,0.000554,0.000609,0.000697,0.000853,0.000995,0.001097,0.001262,0.001352,0.001439,0.001517,0.001602,0.001691,0.001778,0.001863,0.001957,0.002049,0.002171,0.002264,0.002355,0.002442,0.00253,0.002613,0.002705,0.002798,0.002909,0.003051,0.003146,0.003237,0.003325,0.00341,0.003497,0.003583,0.003695,0.003817,0.003908,0.003994,0.004079,0.004179,0.004267,0.00436,0.004462,0.004597,0.004689,0.004818,0.004901,
0.005024,0.00507,0.005162,0.005247,0.005332,0.005459,0.005566,0.005653,0.005739,0.005827,0.005908,0.005995,0.006081,0.006165,0.00626,0.006351,0.006441,0.006529,0.006619,0.006704,0.006788,0.006873,0.006935,0.007027,0.007113,0.007204,0.00729,0.007386,0.007535,0.007644,0.00773,0.007817,0.007918,0.008007,0.008096,0.008188,0.008314,0.008405,0.008496,0.008583,0.008671,0.008768,0.008839,0.009038,0.009246,0.009393,0.009651,0.009765,0.009909,0.009996,
0.010146,0.010233,0.01032,0.010408,0.010493,0.010579,0.010662,0.010748,0.010834,0.010927,0.011021,0.011106,0.011233,0.011319,0.011403,0.011489,0.011584,0.011674,0.01176,0.011847,0.011934,0.01202,0.012108,0.012193,0.012279,0.01237,0.012461,0.012546,0.012644,0.012741,0.012826,0.012913,0.013,0.013109,0.013198,0.013276,0.013372,0.013479,0.013566,0.013724,0.01382,0.01397,0.01414,0.014233,0.01432,0.014407,0.014496,0.014582,0.014666,0.014724,
0.014823,0.014912,0.014997,0.015086,0.015173,0.015264,0.015351,0.015495,0.015585,0.015675,0.01576,0.01585,0.015935,0.016023,0.01611,0.016196,0.016287,0.016375,0.016462,0.016551,0.016638,0.016722,0.016805,0.016891,0.01699,0.017078,0.017169,0.017255,0.017339,0.017435,0.017521,0.017623,0.01771,0.0178,0.017882,0.018046,0.018185,0.018334,0.018424,0.018597,0.018701,0.018834,0.01899,0.019155,0.019267,0.019353,0.019444,0.019533,0.01963,0.01974,
0.019912,0.020016,0.020123,0.020211,0.020307,0.020401,0.020521,0.020632,0.020725,0.021033,0.021142,0.021269,0.021347,0.02144,0.021522,0.021608,0.02169,0.021785,0.02187,0.021988,0.022075,0.022165,0.022253,0.022437,0.022621,0.022724,0.02283,0.022912,0.02302,0.02313,0.023255,0.023337,0.023478,0.023579,0.023648,0.023703,0.023784,0.023882,0.023977,0.024093,0.024181,0.024276,0.024355,0.024452,0.024531,0.024615,0.024695,0.024783,0.024867,0.024952,
0.000101,0.0002,0.000285,0.000383,0.00047,0.000569,0.000653,0.000762,0.000895,0.000979,0.001071,0.001205,0.00129,0.00138,0.001467,0.001557,0.001649,0.001733,0.001817,0.001907,0.002041,0.002128,0.002225,0.002317,0.002411,0.002497,0.002686,0.002798,0.002889,0.003006,0.003073,0.003162,0.003289,0.003378,0.003489,0.003574,0.003706,0.0038,0.003891,0.00403,0.004128,0.004328,0.004447,0.004597,0.004805,0.004899,0.005016,0.005122,0.005212,0.005355,
0.005502,0.005614,0.005707,0.005786,0.005914,0.006001,0.006102,0.006186,0.00628,0.006363,0.006517,0.006618,0.006715,0.0068,0.006886,0.007021,0.007179,0.00736,0.007442,0.007524,0.007625,0.00771,0.007794,0.007884,0.007975,0.008057,0.008146,0.008228,0.008313,0.008404,0.008487,0.008636,0.008751,0.008836,0.00892,0.00908,0.009181,0.009265,0.009368,0.009453,0.009563,0.00965,0.009743,0.009828,0.009914,0.010002,0.010082,0.010165,0.010254,0.01034,
0.010464,0.010549,0.010635,0.010724,0.01084,0.01093,0.011018,0.011103,0.011187,0.011272,0.011357,0.011444,0.01153,0.011577,0.011669,0.011756,0.011841,0.011925,0.01201,0.012098,0.012192,0.012276,0.012359,0.012446,0.012529,0.012611,0.012698,0.012784,0.012875,0.012959,0.013045,0.013133,0.013217,0.013328,0.013414,0.013502,0.013585,0.013672,0.013758,0.013842,0.013928,0.014012,0.0141,0.014272,0.014382,0.014468,0.014555,0.014638,0.014724,0.014808,
0.014927,0.015016,0.015142,0.01525,0.015342,0.015431,0.015521,0.015612,0.015705,0.015789,0.015873,0.015966,0.016057,0.016175,0.01626,0.016344,0.01643,0.016511,0.016595,0.01668,0.016763,0.016854,0.016937,0.017021,0.01711,0.017195,0.017282,0.017366,0.017457,0.017545,0.017636,0.017729,0.017813,0.017859,0.017945,0.018029,0.018122,0.018206,0.01829,0.018372,0.018456,0.018537,0.018621,0.018718,0.018806,0.01889,0.018975,0.019059,0.019141,0.019227,
0.019331,0.019425,0.019509,0.019597,0.019757,0.019854,0.019936,0.020046,0.020134,0.02024,0.020324,0.020414,0.020498,0.020593,0.020682,0.020764,0.020851,0.020908,0.021065,0.021199,0.021301,0.021376,0.02147,0.021574,0.02166,0.02175,0.021833,0.021923,0.022007,0.022089,0.022173,0.022258,0.022344,0.022433,0.022517,0.022604,0.022689,0.022772,0.022856,0.022939,0.023024,0.023109,0.023192,0.023282,0.023374,0.023462,0.023551,0.023661,0.023753,0.023842,
0.000153,0.000258,0.000359,0.000474,0.000586,0.000682,0.000827,0.000936,0.001022,0.001105,0.001186,0.001278,0.001376,0.001459,0.001546,0.001637,0.001727,0.001812,0.001913,0.002067,0.002171,0.00231,0.002425,0.002519,0.002708,0.002808,0.00289,0.002969,0.003052,0.003148,0.003247,0.003361,0.003461,0.003573,0.003687,0.003777,0.003863,0.003958,0.004043,0.004159,0.004265,0.004371,0.004469,0.004566,0.004676,0.004758,0.00484,0.004953,0.005052,0.005158,
0.005247,0.005358,0.005452,0.005555,0.005691,0.005777,0.005873,0.005959,0.006061,0.006191,0.006339,0.006522,0.006608,0.006699,0.006827,0.006933,0.007019,0.0071,0.007187,0.007273,0.007359,0.007441,0.007525,0.007617,0.007719,0.007806,0.007895,0.00798,0.008064,0.008178,0.008313,0.008416,0.008506,0.008603,0.008689,0.008776,0.00886,0.008947,0.009031,0.009117,0.009211,0.009293,0.009377,0.009462,0.009586,0.009672,0.009758,0.009845,0.009947,0.010047,
0.010155,0.010238,0.010324,0.010515,0.010602,0.010689,0.010776,0.010863,0.010954,0.011048,0.011133,0.011235,0.01133,0.011417,0.011503,0.011623,0.011724,0.011806,0.011895,0.011983,0.012073,0.012155,0.012238,0.012325,0.012415,0.012559,0.012678,0.012771,0.012865,0.012954,0.013056,0.013144,0.013229,0.013313,0.013399,0.013484,0.013567,0.013646,0.013732,0.013824,0.013913,0.014028,0.014121,0.014208,0.014306,0.014464,0.014629,0.014726,0.014814,0.014902,
0.015082,0.015174,0.015263,0.01535,0.015435,0.015539,0.015629,0.015714,0.015796,0.015881,0.015964,0.016061,0.016149,0.016257,0.016344,0.016441,0.016533,0.016623,0.01671,0.016763,0.016852,0.016938,0.017024,0.01711,0.017224,0.017309,0.017392,0.01749,0.017576,0.01766,0.017742,0.017836,0.017933,0.018022,0.018109,0.018196,0.018317,0.018405,0.01849,0.018584,0.018673,0.018757,0.018841,0.018927,0.019012,0.019105,0.019248,0.019376,0.019479,0.019597,
0.019727,0.019809,0.019899,0.019984,0.020071,0.020157,0.020244,0.020356,0.020442,0.020553,0.020647,0.020736,0.020822,0.020904,0.021003,0.021093,0.021181,0.021264,0.021351,0.021438,0.021523,0.021632,0.021719,0.021812,0.021876,0.021957,0.022042,0.022156,0.022247,0.02233,0.022416,0.022521,0.022607,0.022693,0.022769,0.022857,0.022945,0.023031,0.023118,0.023219,0.023341,0.02342,0.023503,0.023595,0.023682,0.023797,0.023915,0.024003,0.024087,0.024174,
9.9e-05,0.000185,0.000276,0.00036,0.000456,0.000544,0.000632,0.000741,0.000829,0.000915,0.001005,0.001105,0.001269,0.001359,0.001469,0.001615,0.001702,0.001797,0.001883,0.001975,0.002073,0.002167,0.002258,0.002348,0.002442,0.002523,0.002611,0.0027,0.002786,0.002893,0.002967,0.003079,0.003182,0.003277,0.003369,0.003453,0.003508,0.003606,0.003698,0.003786,0.003872,0.003959,0.004045,0.004132,0.004229,0.004311,0.004399,0.004483,0.004588,0.004683,
